Line_number,VentureID,typeofcashflow,specification,value,meansofpaymentreturn,intermediarytradingoperation,hypothesis,dateoftransaction,timing,currency,remarks
343,GK024,Return,Bills of exchange sold,53528,,,,,Return,Dutch Guilder,
344,GK024,Return,Outstanding debts in colony,82,credit,,,,Return,Dutch Guilder,
345,GK024,Return,Sale of ship,2927,,,,,Return,Dutch Guilder,
346,GK024,Return,Freight and passengers,4608,,,,,Return,Dutch Guilder,
347,GK024,Return,African goods sold,538,,,,,Return,Dutch Guilder,
348,GK024,Return,Returned trade cargo,893,,,,,Return,Dutch Guilder,
349,GK024,Expenditure,Wages crew (including bonuses),8018,,,,,Return,Dutch Guilder,
350,GK024,Expenditure,Other expenses,2088,,,,,Return,Dutch Guilder,
351,GK025,Expenditure,Value of ship before departure,6600,,,,,Outfitting,Dutch Guilder,
352,GK025,Expenditure,Outfitting costs,14278,,,,,Outfitting,Dutch Guilder,
353,GK025,Expenditure,Advance crew payment,912,,,,,Outfitting,Dutch Guilder,
354,GK025,Expenditure,Insurance hull,1099,,,,,Outfitting,Dutch Guilder,
355,GK025,Expenditure,Insurance cargo,1818,,,,,Outfitting,Dutch Guilder,
356,GK025,Expenditure,Trade cargo costs,27673,,,,,Outfitting,Dutch Guilder,
357,GK025,Expenditure,Other expenses,3687,,,,,Outfitting,Dutch Guilder,
358,GK025,Return,Value of ship after voyage,6000,,,,,Return,Dutch Guilder,
359,GK025,Return,Bills of exchange sold,42106,,,,,Return,Dutch Guilder,
360,GK025,Return,Sale of African ivory ,3766,,,,,Return,Dutch Guilder,
361,GK025,Return,Outstanding debts in colony,239,credit,,,,Return,Dutch Guilder,
362,GK025,Return,Freight and passengers,5285,,,,,Return,Dutch Guilder,
363,GK025,Return,Returned trade cargo,612,,,,,Return,Dutch Guilder,
364,GK025,Expenditure,Wages crew (including bonuses),8445,,,,,Return,Dutch Guilder,
365,GK025,Expenditure,Other expenses,1053,,,,,Return,Dutch Guilder,
366,GK026,Expenditure,Value of ship before departure,33000,,,,,Outfitting,Dutch Guilder,
367,GK026,Expenditure,Outfitting costs,15120,,,,,Outfitting,Dutch Guilder,
368,GK026,Expenditure,Insurance cargo,1108,,,,,Outfitting,Dutch Guilder,
369,GK026,Expenditure,Trade cargo costs,41319,,,,,Outfitting,Dutch Guilder,
370,GK026,Expenditure,Other expenses,7821,,,,,Outfitting,Dutch Guilder,
371,GK026,Return,Value of ship after voyage,30000,,,,,Return,Dutch Guilder,
372,GK026,Return,Bills of exchange sold,57388,,,,,Return,Dutch Guilder,
373,GK026,Return,Bills of exchange protested,9766,credit,,OR,,Return,Dutch Guilder,
374,GK026,Return,Outstanding debts in colony,9000,credit,,,,Return,Dutch Guilder,
375,GK026,Return,Freight and passengers,232,,,,,Return,Dutch Guilder,
376,GK026,Return,Returned trade cargo,2218,,,,,Return,Dutch Guilder,
377,GK026,Expenditure,Wages crew (including bonuses),10605,,,,,Return,Dutch Guilder,
378,GK026,Expenditure,Other expenses,1127,,,,,Return,Dutch Guilder,
379,GK027,Expenditure,Value of ship before departure,30000,,,,,Outfitting,Dutch Guilder,
380,GK027,Expenditure,Outfitting costs,15582,,,,,Outfitting,Dutch Guilder,
381,GK027,Expenditure,Advance crew payment,1900,,,,,Outfitting,Dutch Guilder,
382,GK027,Expenditure,Insurance hull,1656,,,,,Outfitting,Dutch Guilder,
383,GK027,Expenditure,Insurance cargo,1116,,,,,Outfitting,Dutch Guilder,
384,GK027,Expenditure,Trade cargo costs,54269,,,,,Outfitting,Dutch Guilder,
385,GK027,Expenditure,Other expenses,7403,,,,,Outfitting,Dutch Guilder,
386,GK027,Return,Value of ship after voyage,27000,,,,,Return,Dutch Guilder,
387,GK027,Return,Bills of exchange sold,53038,,,,,Return,Dutch Guilder,
388,GK027,Return,Plantation produce received,36752,,,,,Return,Dutch Guilder,
389,GK027,Return,Freight and passengers,434,,,,,Return,Dutch Guilder,
390,GK027,Expenditure,Wages crew (including bonuses),14719,,,,,Return,Dutch Guilder,
391,GK027,Expenditure,Insurance on return,939,,,,,Return,Dutch Guilder,
392,GK027,Expenditure,Other expenses,1868,,,,,Return,Dutch Guilder,
393,GK028,Expenditure,Value of ship before departure,27000,,,,,Outfitting,Dutch Guilder,
394,GK028,Expenditure,Outfitting costs,16632,,,,,Outfitting,Dutch Guilder,
395,GK028,Expenditure,Advance crew payment,2132,,,,,Outfitting,Dutch Guilder,
396,GK028,Expenditure,Insurance hull,1664,,,,,Outfitting,Dutch Guilder,
397,GK028,Expenditure,Insurance cargo,1862,,,,,Outfitting,Dutch Guilder,
398,GK028,Expenditure,Trade cargo costs,51824,,,,,Outfitting,Dutch Guilder,
399,GK028,Expenditure,Other expenses,7633,,,,,Outfitting,Dutch Guilder,
400,GK028,Return,Value of ship after voyage,24000,,,,,Return,Dutch Guilder,
401,GK028,Return,Bills of exchange sold,94913,,,,,Return,Dutch Guilder,
402,GK028,Return,Bills of exchange protested,11311,credit,,OR,,Return,Dutch Guilder,
403,GK028,Return,Outstanding debts in colony,31938,credit,,,,Return,Dutch Guilder,
404,GK028,Return,Freight and passengers,550,,,,,Return,Dutch Guilder,
405,GK028,Expenditure,Wages crew (including bonuses),16061,,,,,Return,Dutch Guilder,
406,GK028,Expenditure,Other expenses,1662,,,,,Return,Dutch Guilder,
407,GK029,Expenditure,Value of ship before departure,24000,,,,,Outfitting,Dutch Guilder,
408,GK029,Expenditure,Outfitting costs,15995,,,,,Outfitting,Dutch Guilder,
409,GK029,Expenditure,Advance crew payment,1822,,,,,Outfitting,Dutch Guilder,
410,GK029,Expenditure,Insurance hull,1382,,,,,Outfitting,Dutch Guilder,
411,GK029,Expenditure,Insurance cargo,1854,,,,,Outfitting,Dutch Guilder,
412,GK029,Expenditure,Trade cargo costs,58366,,,,,Outfitting,Dutch Guilder,
413,GK029,Expenditure,Other expenses,7800,,,,,Outfitting,Dutch Guilder,
414,GK029,Return,Value of ship after voyage,21000,,,,,Return,Dutch Guilder,
415,GK029,Return,Outstanding debts in colony,151678,credit,,,,Return,Dutch Guilder,
416,GK029,Return,Cash received,704,,,,,Return,Dutch Guilder,
417,GK029,Return,Freight and passengers,5235,,,,,Return,Dutch Guilder,
418,GK029,Expenditure,Wages crew (including bonuses),17280,,,,,Return,Dutch Guilder,
419,GK029,Expenditure,Other expenses,6123,,,,,Return,Dutch Guilder,
420,GK030,Expenditure,Value of ship before departure,21000,,,,,Outfitting,Dutch Guilder,
421,GK030,Expenditure,Outfitting costs,17040,,,,,Outfitting,Dutch Guilder,
422,GK030,Expenditure,Advance crew payment,1652,,,,,Outfitting,Dutch Guilder,
423,GK030,Expenditure,Insurance hull,1107,,,,,Outfitting,Dutch Guilder,
424,GK030,Expenditure,Insurance cargo,1854,,,,,Outfitting,Dutch Guilder,
425,GK030,Expenditure,Trade cargo costs,65892,,,,,Outfitting,Dutch Guilder,
426,GK030,Expenditure,Other expenses,8332,,,,,Outfitting,Dutch Guilder,
427,GK030,Return,Value of ship after voyage,18000,,,,,Return,Dutch Guilder,
428,GK030,Return,Plantation produce received,74578,,,,,Return,Dutch Guilder,
429,GK030,Return,Outstanding debts in colony,34510,credit,,,,Return,Dutch Guilder,
430,GK030,Expenditure,Wages crew (including bonuses),12202,,,,,Return,Dutch Guilder,
431,GK030,Expenditure,Insurance on return,852,,,,,Return,Dutch Guilder,
432,GK030,Expenditure,Other expenses,5140,,,,,Return,Dutch Guilder,
433,GK031,Expenditure,Value of ship before departure,18000,,,,,Return,Dutch Guilder,
434,GK031,Expenditure,Outfitting costs,17402,,,,,Outfitting,Dutch Guilder,
435,GK031,Expenditure,Advance crew payment,2290,,,,,Outfitting,Dutch Guilder,
436,GK031,Expenditure,Insurance hull,1107,,,,,Outfitting,Dutch Guilder,
437,GK031,Expenditure,Insurance cargo,2223,,,,,Outfitting,Dutch Guilder,
438,GK031,Expenditure,Trade cargo costs,49159,,,,,Outfitting,Dutch Guilder,
439,GK031,Expenditure,Other expenses,7767,,,,,Outfitting,Dutch Guilder,
440,GK031,Return,Value of ship after voyage,15000,,,,,Return,Dutch Guilder,
441,GK031,Return,Plantation produce received,78700,,,,,Return,Dutch Guilder,
442,GK031,Return,Outstanding debts in colony,8596,credit,,,,Return,Dutch Guilder,
443,GK031,Return,Freight and passengers,100,,,,,Return,Dutch Guilder,
444,GK031,Return,African goods sold,22793,,,,,Return,Dutch Guilder,
445,GK031,Expenditure,Wages crew (including bonuses),9693,,,,,Return,Dutch Guilder,
446,GK031,Expenditure,Insurance on return,631,,,,,Return,Dutch Guilder,
447,GK031,Expenditure,Other expenses,9719,,,,,Return,Dutch Guilder,
448,GK032,Expenditure,Value of ship before departure,15000,,,,,Outfitting,Dutch Guilder,
449,GK032,Expenditure,Outfitting costs,18091,,,,,Outfitting,Dutch Guilder,
450,GK032,Expenditure,Advance crew payment,1986,,,,,Outfitting,Dutch Guilder,
451,GK032,Expenditure,Insurance hull,561,,,,,Outfitting,Dutch Guilder,
452,GK032,Expenditure,Insurance cargo,2250,,,,,Outfitting,Dutch Guilder,
453,GK032,Expenditure,Trade cargo costs,48049,,,,,Outfitting,Dutch Guilder,
454,GK032,Expenditure,Other expenses,7900,,,,,Outfitting,Dutch Guilder,
455,GK032,Return,Value of ship after voyage,12000,,,,,Return,Dutch Guilder,
456,GK032,Return,Bills of exchange sold,48985,,,,,Return,Dutch Guilder,
457,GK032,Return,Plantation produce received,44449,,,,,Return,Dutch Guilder,
458,GK032,Return,Outstanding debts in colony,2896,credit,,,,Return,Dutch Guilder,
459,GK032,Return,Freight and passengers,318,,,,,Return,Dutch Guilder,
460,GK032,Return,African goods sold,30576,,,,,Return,Dutch Guilder,
461,GK032,Expenditure,Wages crew (including bonuses),14779,,,,,Return,Dutch Guilder,
462,GK032,Expenditure,Insurance on return,2042,,,,,Return,Dutch Guilder,
463,GK032,Expenditure,Other expenses,4560,,,,,Return,Dutch Guilder,
464,GK033,Expenditure,Value of ship before departure,12000,,,,,Outfitting,Dutch Guilder,
465,GK033,Expenditure,Outfitting costs,18979,,,,,Outfitting,Dutch Guilder,
466,GK033,Expenditure,Advance crew payment,2450,,,,,Outfitting,Dutch Guilder,
467,GK033,Expenditure,Insurance hull,829,,,,,Outfitting,Dutch Guilder,
468,GK033,Expenditure,Insurance cargo,3311,,,,,Outfitting,Dutch Guilder,
469,GK033,Expenditure,Trade cargo costs,43916,,,,,Outfitting,Dutch Guilder,
470,GK033,Expenditure,Other expenses,7792,,,,,Outfitting,Dutch Guilder,
471,GK034,Expenditure,Value of ship before departure,16800,,,,,Outfitting,Dutch Guilder,
