linenumber,VentureID,typeofcashflow,specification,value,meansofpaymentreturn,intermediarytradingoperation,hypothesis,dateoftransaction,timing,currency,remarks
617,KR028,Expenditure,Advance wages,98.275,,0,,,Outfitting,Pound sterling,
618,KR028,Expenditure,Ship Out,819.17135,,0,VSDT*VSDO,,Outfitting,Pound sterling,
619,KR028,Return,Ship In,614.3785125,,0,VSDT*VSDO*VSRV,,Return,Pound sterling,
620,KR029,Expenditure,Trade cargo costs,5735.42,,0,,,Outfitting,Pound sterling,
621,KR029,Expenditure,Outfitting,1012.74,,0,,,Outfitting,Pound sterling,
622,KR029,Expenditure,Ship Out,1147.1872,,0,VSDT*VSDO,,Outfitting,Pound sterling,
623,KR029,Return,Ship In,860.3904,,0,VSDT*VSDO*VSRV,,Return,Pound sterling,
624,KR030,Expenditure,Trade cargo costs,2576.89,,0,,,Outfitting,Pound sterling,
625,KR030,Expenditure,Outfitting,1375.1,,0,,,Outfitting,Pound sterling,
626,KR030,Expenditure,Ship Out,671.8383,,0,VSDT*VSDO,,Outfitting,Pound sterling,
627,KR030,Return,Ship In,503.878725,,0,VSDT*VSDO*VSRV,,Return,Pound sterling,
628,KR031,Expenditure,Trade cargo costs,2383.17,,0,,,Outfitting,Pound sterling,
629,KR031,Expenditure,Outfitting,1056.94,,0,,,Outfitting,Pound sterling,
630,KR031,Expenditure,Ship Out,584.8187,,0,VSDT*VSDO,,Outfitting,Pound sterling,
631,KR031,Return,Ship In,438.614025,,0,VSDT*VSDO*VSRV,,Return,Pound sterling,
632,KR032,Expenditure,Trade cargo costs,7147.175,,0,,,Outfitting,Pound sterling,
633,KR032,Expenditure,Outfitting,6922.65,,0,,,Outfitting,Pound sterling,
634,KR032,Expenditure,Ship Out,2391.8694,,0,VSDT*VSDO,,Outfitting,Pound sterling,
635,KR032,Return,Ship In,1793.90205,,0,VSDT*VSDO*VSRV,,Return,Pound sterling,
636,KR033,Expenditure,Trade cargo costs,7239.51,,0,,,Outfitting,Pound sterling,
637,KR033,Expenditure,Outfitting,4407.55,,0,,,Outfitting,Pound sterling,
638,KR033,Expenditure,Ship Out,1980.0002,,0,VSDT*VSDO,,Outfitting,Pound sterling,
639,KR033,Return,Ship In,1485.00015,,0,VSDT*VSDO*VSRV,,Return,Pound sterling,
640,KR034,Expenditure,Trade cargo costs,1865.66,,0,,,Outfitting,Pound sterling,
641,KR034,Expenditure,Ship Out,317.1622,,0,VSDT*VSDO,,Outfitting,Pound sterling,
642,KR034,Return,Ship In,237.87165,,0,VSDT*VSDO*VSRV,,Return,Pound sterling,
643,KR035,Expenditure,Trade cargo costs,4483.975,,0,,,Outfitting,Pound sterling,
644,KR035,Expenditure,Ship Out,762.27575,,0,VSDT*VSDO,,Outfitting,Pound sterling,
645,KR035,Return,Ship In,571.7068125,,0,VSDT*VSDO*VSRV,,Return,Pound sterling,
646,KR036,Expenditure,Trade cargo costs,4035.525,,0,,,Outfitting,Pound sterling,
647,KR036,Expenditure,Trade cargo costs,77.15,,0,,,Outfitting,Pound sterling,
648,KR036,Expenditure,Wages & disbursements,140.66,,0,,,Outfitting,Pound sterling,
649,KR036,Expenditure,Ship Out,723.06695,,0,VSDT*VSDO,,Outfitting,Pound sterling,
650,KR036,Return,Ship In,542.3002125,,0,VSDT*VSDO*VSRV,,Return,Pound sterling,
651,KR037,Expenditure,Trade cargo costs,1919.2,,0,,,Outfitting,Pound sterling,
652,KR037,Expenditure,Trade cargo costs,7.65,,0,,,Outfitting,Pound sterling,
653,KR037,Expenditure,Ship Out,327.5645,,0,VSDT*VSDO,,Outfitting,Pound sterling,
654,KR037,Return,Ship In,245.673375,,0,VSDT*VSDO*VSRV,,Return,Pound sterling,
655,KR038,Expenditure,Gross outlays,24005,,0,,,Outfitting,Pound sterling,Includes insurance payment
656,KR038,Return,Gross return,24316,,0,,,Return,Pound sterling,
657,KR038,Expenditure,Ship Out,5468.39,,0,VSDT*VSDO,,Outfitting,Pound sterling,
658,KR038,Return,Ship In,4101.2925,,0,VSDT*VSDO*VSRV,,Return,Pound sterling,
659,KR039,Expenditure,Trade cargo costs,4244.17,,0,,,Outfitting,Pound sterling,
660,KR039,Expenditure,Ship Out,721.5089,,0,VSDT*VSDO,,Outfitting,Pound sterling,
661,KR039,Return,Ship In,541.131675,,0,VSDT*VSDO*VSRV,,Return,Pound sterling,
662,KR040,Expenditure,Gross outlays,23965,,0,,,Outfitting,Pound sterling,"Includes insurance payment, and ship"
663,KR040,Return,Gross return,18550,,0,,,Return,Pound sterling,Includes returning ship
664,KR041,Expenditure,Trade cargo costs,4203.27,,0,,,Outfitting,Pound sterling,
665,KR041,Expenditure,Ship Out,714.5559,,0,VSDT*VSDO,,Outfitting,Pound sterling,
666,KR041,Return,Ship In,535.916925,,0,VSDT*VSDO*VSRV,,Return,Pound sterling,
667,KR042,Expenditure,Trade cargo costs,5309.41,,0,,,Outfitting,Pound sterling,
668,KR042,Expenditure,Ship Out,902.5997,,0,VSDT*VSDO,,Outfitting,Pound sterling,
669,KR042,Return,Ship In,676.949775,,0,VSDT*VSDO*VSRV,,Return,Pound sterling,
670,KR043,Expenditure,Gross outlays,5590,,0,,,Outfitting,Pound sterling,
671,KR043,Expenditure,Insurance,615,,0,INV,,Outfitting,Pound sterling,
672,KR043,Return,Gross return,8664,,0,,,Return,Pound sterling,
673,KR043,Expenditure,Ship Out,1054.85,,0,VSDT*VSDO,,Outfitting,Pound sterling,
674,KR043,Return,Ship In,791.1375,,0,VSDT*VSDO*VSRV,,Return,Pound sterling,
675,KR044,Expenditure,Gross outlays,10390,,0,,,Outfitting,Pound sterling,
676,KR044,Expenditure,Insurance,3534,,0,INV,,Outfitting,Pound sterling,
677,KR044,Return,Gross return,15846,,0,,,Return,Pound sterling,
678,KR044,Expenditure,Ship Out,2367.08,,0,VSDT*VSDO,,Outfitting,Pound sterling,
679,KR044,Return,Ship In,1775.31,,0,VSDT*VSDO*VSRV,,Return,Pound sterling,
680,KR045,Expenditure,Gross outlays,6220,,0,,,Outfitting,Pound sterling,
681,KR045,Expenditure,Insurance,684,,0,INV,,Outfitting,Pound sterling,
682,KR045,Return,Gross return,7403,,0,,,Return,Pound sterling,
683,KR045,Expenditure,Ship Out,1173.68,,0,VSDT*VSDO,,Outfitting,Pound sterling,
684,KR045,Return,Ship In,880.26,,0,VSDT*VSDO*VSRV,,Return,Pound sterling,
685,KR046,Expenditure,Gross outlays,4822,,0,,,Outfitting,Pound sterling,
686,KR046,Expenditure,Insurance,530,,0,INV,,Outfitting,Pound sterling,
687,KR046,Return,Gross return,5626,,0,,,Return,Pound sterling,
688,KR046,Expenditure,Ship Out,909.84,,0,VSDT*VSDO,,Outfitting,Pound sterling,
689,KR046,Return,Ship In,682.38,,0,VSDT*VSDO*VSRV,,Return,Pound sterling,
690,KR047,Expenditure,Gross outlays,26042,,0,,,Outfitting,Pound sterling,
691,KR047,Expenditure,Insurance,2864,,0,INV,,Outfitting,Pound sterling,
692,KR047,Return,Gross return,33425,,0,,,Return,Pound sterling,
693,KR047,Expenditure,Ship Out,4914.02,,0,VSDT*VSDO,,Outfitting,Pound sterling,
694,KR047,Return,Ship In,3685.515,,0,VSDT*VSDO*VSRV,,Return,Pound sterling,
695,KR048,Expenditure,Gross outlays,9121,,0,,,Outfitting,Pound sterling,
696,KR048,Expenditure,Insurance,1003,,0,INV,,Outfitting,Pound sterling,
697,KR048,Return,Gross return,8924,,0,,,Return,Pound sterling,
698,KR048,Expenditure,Ship Out,1721.08,,0,VSDT*VSDO,,Outfitting,Pound sterling,
699,KR048,Return,Ship In,1290.81,,0,VSDT*VSDO*VSRV,,Return,Pound sterling,
700,KR049,Expenditure,Gross outlays,5008,,0,,,Outfitting,Pound sterling,
701,KR049,Expenditure,Insurance,551,,0,INV,,Outfitting,Pound sterling,
702,KR049,Return,Gross return,6716,,0,,,Return,Pound sterling,
703,KR049,Expenditure,Ship Out,945.03,,0,VSDT*VSDO,,Outfitting,Pound sterling,
704,KR049,Return,Ship In,708.7725,,0,VSDT*VSDO*VSRV,,Return,Pound sterling,
705,KR050,Expenditure,Gross outlays,4009,,0,,,Outfitting,Pound sterling,
706,KR050,Expenditure,Insurance,441,,0,INV,,Outfitting,Pound sterling,
707,KR050,Return,Gross return,5459,,0,,,Return,Pound sterling,
708,KR050,Expenditure,Ship Out,756.5,,0,VSDT*VSDO,,Outfitting,Pound sterling,
709,KR050,Return,Ship In,567.375,,0,VSDT*VSDO*VSRV,,Return,Pound sterling,
710,KR051,Expenditure,Gross outlays,22920,,0,,,Outfitting,Pound sterling,
711,KR051,Expenditure,Insurance,7793,,0,INV,,Outfitting,Pound sterling,
712,KR051,Return,Gross return,29350,,0,,,Return,Pound sterling,
713,KR051,Expenditure,Ship Out,5221.21,,0,VSDT*VSDO,,Outfitting,Pound sterling,
714,KR051,Return,Ship In,3915.9075,,0,VSDT*VSDO*VSRV,,Return,Pound sterling,
715,KR052,Expenditure,Gross outlays,8249,,0,,,Outfitting,Pound sterling,
716,KR052,Expenditure,Insurance,908,,0,INV,,Outfitting,Pound sterling,No link to TSTD so exact date unknown. Estimated based on an assumed insurance premium of 11% of gross outlays
717,KR052,Return,Gross return,19249,,0,,,Return,Pound sterling,
718,KR052,Expenditure,Ship Out,1556.69,,0,VSDT*VSDO,,Outfitting,Pound sterling,
719,KR052,Return,Ship In,1167.5175,,0,VSDT*VSDO*VSRV,,Return,Pound sterling,
720,KR053,Expenditure,Cargo and outfitting,10582.33,,0,,,Outfitting,Pound sterling,
721,KR053,Expenditure,Ship Out,2410.66,,0,VSDO,,Outfitting,Pound sterling,
722,KR053,Expenditure,Insurance,3598,,0,INV,,Outfitting,Pound sterling,
723,KR053,Return,Inset,19133.52,,0,,,Return,Pound sterling,
724,KR053,Return,Ship In,1808,,0,VSDO*VSRV,,Return,Pound sterling,
725,NR001,Expenditure,Insurance,188,,0,,,Outfitting,Pound sterling,
726,NR001,Expenditure,Other,6,,0,,,Outfitting,Pound sterling,
727,NR001,Expenditure,Outfitting,575,,0,,,Outfitting,Pound sterling,
728,NR001,Expenditure,Ship out,100,,0,,,Outfitting,Pound sterling,
729,NR001,Return,Inset,1110,,0,,,Return,Pound sterling,
730,NR001,Return,Other,5,,0,,,Return,Pound sterling,
731,NR001,Return,Returned goods,15,,0,,,Return,Pound sterling,
732,NR001,Return,Ship In,100,,0,,,Return,Pound sterling,
733,NR002,Expenditure,Insurance,91,,0,,,Outfitting,Pound sterling,
734,NR002,Expenditure,Outfitting including ship purchase,264,,0,,,Outfitting,Pound sterling,
735,NR002,Return,"Inset, including sale of ship",85,,0,,,Return,Pound sterling,
736,NR002,Return,Insurance loss reimbursement,310,,0,,,Return,Pound sterling,
737,NR003,Expenditure,Insurance,69,,0,,,Outfitting,Pound sterling,
738,NR003,Expenditure,Other,35,,0,,,Outfitting,Pound sterling,
739,NR003,Expenditure,Outfitting,288,,0,,,Outfitting,Pound sterling,
740,NR003,Expenditure,Ship Out,50,,0,,,Outfitting,Pound sterling,
741,NR003,Return,Insurance loss reimbursement,439,,0,,,Return,Pound sterling,
742,NR003,Return,Other inset,34,,0,,,Return,Pound sterling,
743,NR004,Expenditure,Insurance,75,,0,,,Outfitting,Pound sterling,
744,NR004,Expenditure,Outfitting including ship purchase,267,,0,,,Outfitting,Pound sterling,
745,NR004,Return,Discounts on trade goods,3,,0,,,After outfitting,Pound sterling,
746,NR004,Return,Inset and Returned Goods,302,,0,,,Return,Pound sterling,
747,NR004,Return,Other inset,20,,0,,,Return,Pound sterling,
748,NR004,Return,Ship In,40,,0,,,Return,Pound sterling,
749,NR005,Expenditure,Insurance,65,,0,,,Outfitting,Pound sterling,
750,NR005,Expenditure,Other,61,,0,,,Outfitting,Pound sterling,
751,NR005,Expenditure,Outfitting including ship purchase,392,,0,,,Outfitting,Pound sterling,
752,NR005,Return,Inset,317,,0,,,Return,Pound sterling,
753,NR005,Return,Other inset,3,,0,,,Return,Pound sterling,
754,NR005,Return,Ship In,66,,0,,,Return,Pound sterling,
755,NR006,Expenditure,Insurance,161,,0,,,Outfitting,Pound sterling,
756,NR006,Expenditure,Outfitting,435,,0,,,Outfitting,Pound sterling,
757,NR006,Expenditure,Ship Out,73,,0,,,Outfitting,Pound sterling,
758,NR006,Return,Inset,3,,0,,,Return,Pound sterling,
759,NR006,Return,Insurance loss reimbursement,761,,0,,,Return,Pound sterling,
760,NR007,Expenditure,Insurance,196,,0,,,Outfitting,Pound sterling,
761,NR007,Expenditure,Outfitting,830,,0,,,Outfitting,Pound sterling,
762,NR007,Return,Discounts on trade goods,13,,0,,,After outfitting,Pound sterling,
763,NR007,Return,Inset,691,,0,,,Return,Pound sterling,
764,NR007,Return,Other inset,13,,0,,,Return,Pound sterling,
765,NR007,Return,Returned goods,6,,0,,,Return,Pound sterling,
766,NR007,Return,Ship In,117,,0,,,Return,Pound sterling,
767,NR007,Expenditure,Ship Out,156,,0,VSRV,,Outfitting,Pound sterling,
768,NR008,Expenditure,Inset,114,,0,,,Return,Pound sterling,
769,NR008,Expenditure,Insurance,128,,0,,,Outfitting,Pound sterling,
770,NR008,Expenditure,Other,5,,0,,,Outfitting,Pound sterling,
771,NR008,Expenditure,Outfitting,728,,0,,,Outfitting,Pound sterling,
772,NR008,Return,Inset,1008,,0,,,Return,Pound sterling,
773,NR008,Return,Other inset,8,,0,,,Return,Pound sterling,
774,NR008,Return,Ship In,138,,0,,,Return,Pound sterling,
775,NR008,Expenditure,Ship Out,184,,0,VSRV,,Outfitting,Pound sterling,
776,NR009,Expenditure,Inset,13,,0,,,Return,Pound sterling,
777,NR009,Expenditure,Insurance,199,,0,,,Outfitting,Pound sterling,
778,NR009,Expenditure,Outfitting,475,,0,,,Outfitting,Pound sterling,
779,NR009,Expenditure,Ship Out,111,,0,,,Outfitting,Pound sterling,
780,NR009,Return,Inset,621,,0,,,Return,Pound sterling,
781,NR009,Return,Insurance loss reimbursement,392,,0,,,Return,Pound sterling,
782,NR009,Return,Other inset,17,,0,,,Return,Pound sterling,
783,NR010,Expenditure,Inset,1,,0,,,Return,Pound sterling,
784,NR010,Expenditure,Insurance,35,,0,,,Outfitting,Pound sterling,
785,NR010,Expenditure,Other,14,,0,,,Outfitting,Pound sterling,
786,NR010,Expenditure,Outfitting,319,,0,,,Outfitting,Pound sterling,
787,NR010,Expenditure,Ship Out,47,,0,,,Outfitting,Pound sterling,
788,NR010,Return,Discounts on trade goods,22,,0,,,After outfitting,Pound sterling,
789,NR010,Return,Inset,382,,0,,,Return,Pound sterling,
790,NR010,Return,Ship In,66,,0,,,Return,Pound sterling,
791,NR011,Expenditure,Inset,50,,0,,,Return,Pound sterling,
792,NR011,Expenditure,Insurance,72,,0,,,Outfitting,Pound sterling,
793,NR011,Expenditure,Other,1,,0,,,Outfitting,Pound sterling,
794,NR011,Expenditure,Outfitting,486,,0,,,Outfitting,Pound sterling,
795,NR011,Expenditure,Ship Out,138,,0,,,Outfitting,Pound sterling,
796,NR011,Return,Inset,816,,0,,,Return,Pound sterling,
797,NR011,Return,Other inset,40,,0,,,Return,Pound sterling,
798,NR011,Return,Ship In,84,,0,,,Return,Pound sterling,
799,NR012,Expenditure,Inset,49,,0,,,Return,Pound sterling,
800,NR012,Expenditure,Insurance,49,,0,,,Outfitting,Pound sterling,
801,NR012,Expenditure,Outfitting,329,,0,,,Outfitting,Pound sterling,
802,NR012,Expenditure,Ship Out,38,,0,,,Outfitting,Pound sterling,
803,NR012,Return,Inset,448,,0,,,Return,Pound sterling,
804,NR012,Return,Ship In,33,,0,,,Return,Pound sterling,
805,NR013,Expenditure,Insurance,69,,0,,,Outfitting,Pound sterling,
806,NR013,Expenditure,Outfitting,490,,0,,,Outfitting,Pound sterling,
807,NR013,Expenditure,Ship Out,116,,0,,,Outfitting,Pound sterling,
808,NR013,Return,Inset,919,,0,,,Return,Pound sterling,
809,NR013,Return,Returned goods,4,,0,,,Return,Pound sterling,
810,NR013,Return,Ship In,92,,0,,,Return,Pound sterling,
811,NR014,Expenditure,Inset,18,,0,,,Return,Pound sterling,
812,NR014,Expenditure,Insurance,41,,0,,,Outfitting,Pound sterling,
813,NR014,Expenditure,Other,9,,0,,,Outfitting,Pound sterling,
814,NR014,Expenditure,Outfitting,373,,0,,,Outfitting,Pound sterling,
815,NR014,Expenditure,Ship Out,66,,0,,,Outfitting,Pound sterling,
816,NR014,Return,Discounts on trade goods,6,,0,,,After outfitting,Pound sterling,
817,NR014,Return,Inset,452,,0,,,Return,Pound sterling,
818,NR014,Return,Other inset,2,,0,,,Return,Pound sterling,
819,NR014,Return,Ship In,50,,0,,,Return,Pound sterling,
820,NR015,Expenditure,Inset,40,,0,,,Return,Pound sterling,
821,NR015,Expenditure,Insurance,61,,0,,,Outfitting,Pound sterling,
822,NR015,Expenditure,Outfitting,407,,0,,,Outfitting,Pound sterling,
823,NR015,Return,Inset,435,,0,,,Return,Pound sterling,
824,NR015,Return,Other inset,14,,0,,,Return,Pound sterling,
825,NR015,Expenditure,Ship Out,86.36,,0,VSDO,,Outfitting,Pound sterling,
826,NR015,Return,Ship In,64.77,,0,VSDO*VSRV,,Return,Pound sterling,
827,NR016,Expenditure,Insurance,42,,0,,,Outfitting,Pound sterling,
828,NR016,Expenditure,Outfitting including ship purchase,366,,0,,,Outfitting,Pound sterling,
829,NR016,Return,"Inset, including sale of ship",235,,0,,,Return,Pound sterling,
830,NR017,Expenditure,Insurance,22,,0,,,Outfitting,Pound sterling,
831,NR017,Expenditure,Outfitting including ship purchase,331,,0,,,Outfitting,Pound sterling,
832,NR017,Return,"Inset, including sale of ship",318,,0,,,Return,Pound sterling,
833,NR018,Expenditure,Inset,1,,0,,,Return,Pound sterling,
834,NR018,Expenditure,Insurance,51,,0,,,Outfitting,Pound sterling,
835,NR018,Expenditure,Outfitting,637,,0,,,Outfitting,Pound sterling,
836,NR018,Expenditure,Ship Out,84,,0,,,Outfitting,Pound sterling,
837,NR018,Return,Inset,570,,0,,,Return,Pound sterling,
838,NR018,Return,Other inset,28,,0,,,Return,Pound sterling,
839,NR018,Return,Ship In,88,,0,,,Return,Pound sterling,
840,NR019,Expenditure,Insurance,33,,0,,,Outfitting,Pound sterling,
841,NR019,Expenditure,Outfitting,390,,0,,,Outfitting,Pound sterling,
842,NR019,Expenditure,Ship Out,33,,0,,,Outfitting,Pound sterling,
843,NR019,Return,Inset,487,,0,,,Return,Pound sterling,
844,NR019,Return,Ship In,33,,0,,,Return,Pound sterling,
845,NR020,Expenditure,Insurance,41,,0,,,Outfitting,Pound sterling,
846,NR020,Expenditure,Outfitting,591,,0,,,Outfitting,Pound sterling,
847,NR020,Expenditure,Ship Out,92,,0,,,Outfitting,Pound sterling,
848,NR020,Return,Inset,930,,0,,,Return,Pound sterling,
849,NR020,Return,Other inset,7,,0,,,Return,Pound sterling,
850,NR020,Return,Returned goods,2,,0,,,Return,Pound sterling,
851,NR020,Return,Ship In,67,,0,,,Return,Pound sterling,
852,NR021,Expenditure,Insurance,41,,0,,,Outfitting,Pound sterling,
853,NR021,Expenditure,Outfitting,498,,0,,,Outfitting,Pound sterling,
854,NR021,Return,Inset,397,,0,,,Return,Pound sterling,
855,NR021,Return,Ship In,46,,0,,,Return,Pound sterling,
856,NR021,Expenditure,Ship Out,61.3,,0,VSRV,,Outfitting,Pound sterling,
857,NR022,Expenditure,Insurance,40,,0,,,Outfitting,Pound sterling,
858,NR022,Expenditure,Other,6,,0,,,Outfitting,Pound sterling,
859,NR022,Expenditure,Outfitting,280,,0,,,Outfitting,Pound sterling,
860,NR022,Expenditure,Ship Out,30,,0,,,Outfitting,Pound sterling,
861,NR022,Return,Discounts on trade goods,3,,0,,,After outfitting,Pound sterling,
862,NR022,Return,Inset,396,,0,,,Return,Pound sterling,
863,NR022,Return,Other inset,5,,0,,,Return,Pound sterling,
864,NR022,Return,Ship In,38,,0,,,Return,Pound sterling,
865,NR023,Expenditure,Insurance,72,,0,,,Outfitting,Pound sterling,
866,NR023,Expenditure,Other,22,,0,,,Outfitting,Pound sterling,
867,NR023,Expenditure,Outfitting,901,,0,,,Outfitting,Pound sterling,
868,NR023,Expenditure,Ship Out,88,,0,,,Outfitting,Pound sterling,
869,NR023,Return,Inset,1467,,0,,,Return,Pound sterling,
870,NR023,Return,Other inset,8,,0,,,Return,Pound sterling,
871,NR023,Return,Ship In,66,,0,VSRV,,Return,Pound sterling,
872,NR024,Expenditure,Insurance,66,,0,,,Outfitting,Pound sterling,
873,NR024,Expenditure,Outfitting,666,,0,,,Outfitting,Pound sterling,
874,NR024,Return,Inset,239,,0,,,Return,Pound sterling,
875,NR024,Return,Insurance loss reimbursement,106,,0,,,Return,Pound sterling,
876,NR024,Expenditure,Ship Out,124.44,,0,VSDO,,Outfitting,Pound sterling,
877,NR025,Expenditure,Insurance,112,,0,,,Outfitting,Pound sterling,
878,NR025,Expenditure,Outfitting,1138,,0,,,Outfitting,Pound sterling,
879,NR025,Expenditure,Ship Out,94,,0,,,Outfitting,Pound sterling,
880,NR025,Return,Inset,1758,,0,,,Return,Pound sterling,
881,NR025,Return,Ship In,60,,0,,,Return,Pound sterling,
882,NR026,Expenditure,Inset,2,,0,,,Return,Pound sterling,
883,NR026,Expenditure,Insurance,22,,0,,,Outfitting,Pound sterling,
884,NR026,Expenditure,Outfitting including ship purchase,337,,0,,,Outfitting,Pound sterling,
885,NR026,Return,"Inset, including sale of ship",464,,0,,,Return,Pound sterling,
886,NR027,Expenditure,Insurance,67,,0,,,Outfitting,Pound sterling,
887,NR027,Expenditure,Outfitting including ship purchase,829,,0,,,Outfitting,Pound sterling,
888,NR027,Return,Inset,1081,,0,,,Return,Pound sterling,
889,NR027,Return,Ship In,77,,0,,,Return,Pound sterling,
890,NR028,Expenditure,Insurance,88,,0,,,Outfitting,Pound sterling,
891,NR028,Expenditure,Outfitting including ship purchase,1151,,0,,,Outfitting,Pound sterling,
892,NR028,Expenditure,Ship Out,60,,0,,,Outfitting,Pound sterling,
893,NR028,Return,"Inset, including sale of ship",2206,,0,,,Return,Pound sterling,
894,NR029,Expenditure,Insurance,33,,0,,,Outfitting,Pound sterling,
895,NR029,Expenditure,Outfitting including ship purchase,374,,0,,,Outfitting,Pound sterling,
896,NR029,Return,Inset,373,,0,,,Return,Pound sterling,
897,NR029,Return,Insurance loss reimbursement,83,,0,,,Return,Pound sterling,
898,NR030,Expenditure,Insurance,128,,0,,,Outfitting,Pound sterling,
899,NR030,Expenditure,Outfitting,1393,,0,,,Outfitting,Pound sterling,
900,NR030,Expenditure,Ship Out,128,,0,,,Outfitting,Pound sterling,
901,NR030,Return,Inset,1955,,0,,,Return,Pound sterling,
902,NR030,Return,Other inset,22,,0,,,Return,Pound sterling,
903,NR030,Return,Ship In,150,,0,,,Return,Pound sterling,
904,NR031,Expenditure,Insurance,73,,0,,,Outfitting,Pound sterling,
905,NR031,Expenditure,Outfitting including ship purchase,1044,,0,,,Outfitting,Pound sterling,
906,NR031,Return,"Inset, including sale of ship",867,,0,,,Return,Pound sterling,
907,NR031,Return,Returned goods,8,,0,,,Return,Pound sterling,
908,NR031,Return,Ship In,188,,0,,,Return,Pound sterling,
909,NR032,Expenditure,Insurance,86,,0,,,Outfitting,Pound sterling,
910,NR032,Expenditure,Outfitting including ship purchase,1687,,0,,,Outfitting,Pound sterling,
911,NR032,Return,Inset,1803,,0,,,Return,Pound sterling,
912,NR032,Return,Ship In,375,,0,,,Return,Pound sterling,
913,NR033,Expenditure,Insurance,161,,0,,,Outfitting,Pound sterling,
914,NR033,Expenditure,Outfitting,2166,,0,,,Outfitting,Pound sterling,
915,NR033,Expenditure,Ship Out,150,,0,,,Outfitting,Pound sterling,
916,NR033,Return,"Inset, including sale of ship",1667,,0,,,Return,Pound sterling,
917,NR033,Return,Other inset,2,,0,,,Return,Pound sterling,
918,NR033,Return,Ship In,156,,0,,,Return,Pound sterling,
919,NR034,Expenditure,Inset,3,,0,,,Return,Pound sterling,
920,NR034,Expenditure,Insurance,114,,0,,,Outfitting,Pound sterling,
921,NR034,Expenditure,Outfitting,1757,,0,,,Outfitting,Pound sterling,
922,NR034,Expenditure,Ship Out,250,,0,,,Outfitting,Pound sterling,
923,NR034,Return,Inset and Returned Goods,1684,,0,,,Return,Pound sterling,
924,NR034,Return,Insurance loss reimbursement,500,,0,,,Return,Pound sterling,
925,NR034,Return,Other inset,27,,0,,,Return,Pound sterling,
926,NR034,Return,Ship In,160,,0,,,Return,Pound sterling,
927,NR035,Expenditure,Insurance,122,,0,,,Outfitting,Pound sterling,
928,NR035,Expenditure,Other,5,,0,,,Outfitting,Pound sterling,
929,NR035,Expenditure,Outfitting including ship purchase,1880,,0,,,Outfitting,Pound sterling,
930,NR035,Return,"Inset, Returned Goods and Insurance Loss reimbursement",2940,,0,,,Return,Pound sterling,
931,NR036,Expenditure,Insurance,137,,0,,,Outfitting,Pound sterling,
932,NR036,Expenditure,Outfitting,2488,,0,,,Outfitting,Pound sterling,
933,NR036,Expenditure,Ship Out,140,,0,,,Outfitting,Pound sterling,
934,NR036,Return,Inset,2346,,0,,,Return,Pound sterling,
935,NR036,Return,Ship In,105,,0,VSRV,,Return,Pound sterling,
936,NR037,Expenditure,Insurance,77,,0,,,Outfitting,Pound sterling,
937,NR037,Expenditure,Other,6,,0,,,Outfitting,Pound sterling,
938,NR037,Expenditure,Outfitting,1051,,0,,,Outfitting,Pound sterling,
939,NR037,Expenditure,Ship Out,188,,0,,,Outfitting,Pound sterling,
940,NR037,Return,"Inset, including sale of ship",608,,0,,,Return,Pound sterling,
941,NR038,Expenditure,Insurance,229,,0,,,Outfitting,Pound sterling,
942,NR038,Expenditure,Outfitting,2163,,0,,,Outfitting,Pound sterling,
943,NR038,Expenditure,Ship Out,105,,0,VSRV,,Outfitting,Pound sterling,Estimated based on residual value from previous voyage NR036
944,NR038,Return,Inset,3016,,0,,,Return,Pound sterling,
945,NR038,Return,Ship In,78.75,,0,VSRV*VSRV,,Return,Pound sterling,
946,NR040,Expenditure,Insurance,187,,0,,,Outfitting,Pound sterling,
947,NR040,Expenditure,Outfitting including ship purchase,2370,,0,,,Outfitting,Pound sterling,
948,NR040,Return,Inset,1705,,0,,,Return,Pound sterling,
949,NR040,Return,Insurance loss reimbursement,500,,0,,,Return,Pound sterling,
950,NR040,Return,Ship In,79,,0,VSRV,,Return,Pound sterling,
951,NR040,Return,Inset,1048,,0,,,Return,Pound sterling,
952,NR041,Expenditure,Insurance,312,,0,,,Outfitting,Pound sterling,
953,NR041,Expenditure,Outfitting,2051,,0,,,Outfitting,Pound sterling,
954,NR041,Expenditure,Ship Out,340,,0,,,Outfitting,Pound sterling,
955,NR041,Return,Inset,3508,,0,,,Return,Pound sterling,
956,NR041,Return,Insurance loss reimbursement,475,,0,,,Return,Pound sterling,
957,NR041,Return,Ship In,255,,0,VSRV,,Return,Pound sterling,
958,NR042,Expenditure,Other,671,,0,,,Outfitting,Pound sterling,
959,NR042,Expenditure,Outfitting,2757,,0,,,Outfitting,Pound sterling,
960,NR042,Return,Inset,2942,,0,,,Return,Pound sterling,
961,NR042,Expenditure,Ship Out,582.76,,0,VSDO,,Outfitting,Pound sterling,
962,NR042,Return,Ship In,437.07,,0,VSDO*VSRV,,Return,Pound sterling,
963,NR042,Expenditure,Insurance,441.18,,0,INV,,Outfitting,Pound sterling,
964,NR043,Expenditure,Insurance,13,,0,,,Outfitting,Pound sterling,
965,NR043,Expenditure,Outfitting,345,,0,,,Outfitting,Pound sterling,
966,NR043,Expenditure,Ship Out,33,,0,,,Outfitting,Pound sterling,
967,NR043,Return,Inset,329,,0,,,Return,Pound sterling,
968,NR043,Return,Ship In,24.75,,0,VSRV,,Return,Pound sterling,
